source_repo,source_path,classification,subsystem,entry_point_or_parent,destination_candidate,required_by,confidence,notes
Skill-Loop-CSP,src/sok_llm_orchestrator/workflow/runner.py,MIGRATE_RUNTIME,llm_csp,run_csp_workflow,src/llm_csp/workflow/runner.py,full workflow,HIGH,"Canonical workflow API; Ticket 8 migrated its deterministic stage/failure/regulator contract onto packaged subsystem boundaries."
Skill-Loop-CSP,src/sok_llm_orchestrator/workflow/evidence.py,MIGRATE_RUNTIME,llm_csp,workflow.runner,src/llm_csp/retrieval/evidence.py,evidence bundle,HIGH,"Deterministic selection, pair coverage, and evidence hashing."
Skill-Loop-CSP,src/sok_llm_orchestrator/workflow/spp.py,MIGRATE_RUNTIME,spp,workflow.runner,src/llm_csp/spp/scoring.py,objective parity,HIGH,"Uses QLIP periodic SPP primitives for independent component scoring."
Skill-Loop-CSP,src/sok_llm_orchestrator/workflow/spp_package_audit.py,MIGRATE_RUNTIME,spp,workflow.runner,src/llm_csp/spp/provenance.py,SPP input integrity,HIGH,"Hash-chain and target-leakage checks are called by the canonical path despite audit in its name."
Skill-Loop-CSP,src/sok_llm_orchestrator/workflow/cell_strategy.py,MIGRATE_RUNTIME,scaffolds,workflow.runner,src/llm_csp/generation/cell_strategy.py,formulation,HIGH,"Cell-resolution records and policies used by workflow runner."
Skill-Loop-CSP,src/sok_llm_orchestrator/workflow/dynamic_cell.py,MIGRATE_RUNTIME,scaffolds,workflow.runner,src/llm_csp/generation/dynamic_cell.py,native design space,HIGH,"Current optional native-cell formulation and QLIP constraint adaptation."
Skill-Loop-CSP,src/sok_llm_orchestrator/workflow/scaffold_ablation.py,MIGRATE_RUNTIME,scaffolds,workflow.runner,src/llm_csp/generation/scaffolds.py,scaffold loading,HIGH,"Runtime loads explicit scaffold descriptors here; rename to remove benchmark terminology."
Skill-Loop-CSP,src/sok_llm_orchestrator/workflow/paper_scaffolds_library.py,MIGRATE_RUNTIME,scaffolds,ProductionWorkflowStages._scaffold,src/llm_csp/generation/family_scaffolds.py,family scaffold runtime,HIGH,"Actually called for spinel/layered/olivine/rocksalt families despite paper-specific filename; extract reusable portion."
Skill-Loop-CSP,src/sok_llm_orchestrator/structures/prototype_scaffold.py,MIGRATE_RUNTIME,scaffolds,ProductionWorkflowStages._scaffold,src/llm_csp/generation/prototype_scaffold.py,prototype formulation,HIGH,"Fallback finite prototype construction."
Skill-Loop-CSP,src/sok_llm_orchestrator/structures/variable_perovskite.py,MIGRATE_RUNTIME,scaffolds,ProductionWorkflowStages._scaffold,src/llm_csp/generation/variable_perovskite.py,ABX3 scaffold,HIGH,"Used directly by canonical workflow."
Skill-Loop-CSP,src/sok_llm_orchestrator/retrieval/corpus_router.py,MIGRATE_RUNTIME,llm_csp,ProductionWorkflowStages.retrieve,src/llm_csp/retrieval/corpus_router.py,retrieval routing,HIGH,"Resolves logical corpus before Crystal-DB call."
Skill-Loop-CSP,src/sok_llm_orchestrator/retrieval/specialist_corpora.py,MIGRATE_RUNTIME,llm_csp,retrieval.corpus_router,src/llm_csp/retrieval/corpora.py,retrieval routing,HIGH,"Registry loader and portable Crystal-DB adapter; current defaults still contain sibling paths."
Skill-Loop-CSP,data/corpora/registry.json,MIGRATE_RUNTIME,llm_csp,retrieval.specialist_corpora,configs/corpora.example.json,retrieval routing,MEDIUM,"Schema is required but current values point to local/generated databases; migrate a sanitized schema/example, not database paths verbatim."
Skill-Loop-CSP,config/workflow/default.json,MIGRATE_RUNTIME,llm_csp,run_csp_workflow,configs/workflow.default.json,canonical configuration,HIGH,"Documents canonical retrieval, SPP, regulator, QLIP path, and validation settings."
Skill-Loop-CSP,config/final_workflow_v1.json,MIGRATE_EXAMPLE,llm_csp,csv_workflow,configs/examples/final_workflow_v1.json,batch example,MEDIUM,"Supported CSV defaults but retains paper-derived labels and corpus IDs requiring sanitization."
Skill-Loop-CSP,src/sok_llm_orchestrator/workflow/component_paths.py,MIGRATE_RUNTIME,llm_csp,csv_workflow,src/llm_csp/workflow/component_paths.py,batch workflow,HIGH,"Loads CRYSTAL_DB_ROOT, SPP_MAKER_ROOT, QLIP_ROOT, and SCA_ROOT and records source revisions."
Skill-Loop-CSP,src/sok_llm_orchestrator/workflow/csv_workflow.py,MIGRATE_RUNTIME,llm_csp,sokllm workflow generate,src/llm_csp/workflow/batch.py,supported batch workflow,MEDIUM,"CLI labels this frozen csv_workflow_v1; adapt after package APIs remove sibling-root coupling."
Skill-Loop-CSP,tests/test_canonical_workflow_api.py,MIGRATE_TEST,llm_csp,run_csp_workflow,tests/integration/test_workflow.py,full workflow,HIGH,"Verifies stage order, Crystal-DB, SPP, QLIP parity, SCA, and provenance."
Skill-Loop-CSP,tests/test_canonical_workflow_routing.py,MIGRATE_TEST,llm_csp,run_csp_workflow,tests/integration/test_retrieval_routing.py,retrieval routing,HIGH,"Canonical routing evidence."
Skill-Loop-CSP,tests/test_canonical_compatibility_repair.py,MIGRATE_TEST,llm_csp,run_csp_workflow,tests/integration/test_spp_compatibility.py,SPP handoff,HIGH,"Regression coverage for active compatibility path."
Skill-Loop-CSP,tests/test_pairwise_spp_fallback.py,MIGRATE_TEST,spp,run_csp_workflow,tests/integration/test_spp_fallback.py,SPP guidance,HIGH,"Verifies request/regulator pair fallback."
Skill-Loop-CSP,tests/test_spp_evidence_policy.py,MIGRATE_TEST,spp,workflow.evidence,tests/unit/test_evidence_policy.py,evidence selection,HIGH,"Directly tests supported evidence policy."
Skill-Loop-CSP,tests/test_qlip_pot_path_integration.py,MIGRATE_TEST,qlip,run_csp_workflow,tests/integration/test_qlip_paths.py,QLIP handoff,HIGH,"Verifies authorized POT root integration."
Skill-Loop-CSP,tests/test_qlip_request_adapter.py,MIGRATE_TEST,qlip,run_csp_workflow,tests/unit/test_qlip_adapter.py,QLIP formulation,HIGH,"Tests canonical strict request conversion."
Skill-Loop-CSP,tests/test_nasicon_qlip_serialization.py,MIGRATE_TEST,scaffolds,run_csp_workflow,tests/integration/test_nasicon_serialization.py,NASICON scaffold,HIGH,"Ordered-orbit wire contract coverage."
Skill-Loop-CSP,tests/test_scaffold_prior_ablation.py,MIGRATE_TEST,scaffolds,ProductionWorkflowStages._scaffold,tests/unit/test_scaffold_modes.py,scaffold framework,HIGH,"Runtime scaffold mode behavior; retain assertions but remove paper terminology."
Skill-Loop-CSP,tests/test_three_level_scaffold_system.py,MIGRATE_TEST,scaffolds,ProductionWorkflowStages._scaffold,tests/integration/test_scaffolds.py,scaffold framework,HIGH,"Covers reusable scaffold levels."
Skill-Loop-CSP,tests/test_ordered_scaffold_site_limits.py,MIGRATE_TEST,scaffolds,run_csp_workflow,tests/unit/test_site_limits.py,solver safety,HIGH,"Production explicit-site safety limits."
Skill-Loop-CSP,tests/test_retry_safe_workspaces.py,MIGRATE_TEST,llm_csp,run_csp_workflow,tests/integration/test_attempt_workspaces.py,provenance/run handling,HIGH,"Verifies attempt isolation and resumability."
Skill-Loop-CSP,tests/test_csv_workflow.py,MIGRATE_TEST,llm_csp,csv_workflow,tests/e2e/test_batch_workflow.py,batch workflow,HIGH,"Supported batch entry-point evidence."
Skill-Loop-CSP,src/sok_llm_orchestrator/orchestrator/pipeline.py,HISTORICAL,llm_csp,run_csp_pipeline,,superseded orchestration,HIGH,"MCP-based predecessor; canonical workflow document selects workflow.runner instead."
Skill-Loop-CSP,src/sok_llm_orchestrator/system_entrypoint.py,HISTORICAL,llm_csp,run_system_text,,superseded orchestration,MEDIUM,"Still wraps old run_csp_pipeline; not the canonical runner named by the frozen workflow document."
Skill-Loop-CSP,src/sok_llm_orchestrator/experiments/,PAPER_ONLY,llm_csp,experiments.paper_workflow,,paper workflows,HIGH,"Canonical workflow document explicitly calls experiments.paper_workflow historical."
Skill-Loop-CSP,src/sok_llm_orchestrator/workflow/paper_final_v1.py,PAPER_ONLY,llm_csp,paper_final_v1,,paper workflow,HIGH,"Paper-specific orchestration."
Skill-Loop-CSP,src/sok_llm_orchestrator/workflow/paper_final_v2.py,PAPER_ONLY,llm_csp,paper_final_v2,,paper workflow,HIGH,"Paper-specific orchestration."
Skill-Loop-CSP,src/sok_llm_orchestrator/workflow/paper_scaffolds_library_v2.py,BENCHMARK_ONLY,scaffolds,paper scaffold v2 campaigns,,benchmark scaffolds,MEDIUM,"Not imported by canonical runner; used by v2 paper scaffold tests/scripts."
Skill-Loop-CSP,src/sok_llm_orchestrator/bench/,BENCHMARK_ONLY,other,benchmark commands,,benchmarks,HIGH,"Benchmark runner/reporting package not required to operate canonical workflow."
Skill-Loop-CSP,scripts/build_final_paper_audit.py,AUDIT_ONLY,other,paper audit,,audit,HIGH,"Explicit final-paper audit builder."
Skill-Loop-CSP,scripts/,UNKNOWN,other,mixed script directory,,mixed scripts,LOW,"Directory mixes wrappers, benchmark/audit builders, and diagnostics; later migration must classify any requested script individually rather than copy it."
Skill-Loop-CSP,src/sok_llm_orchestrator/cli.py,UNKNOWN,llm_csp,sokllm,,mixed CLI,MEDIUM,"One large CLI combines canonical-adjacent workflow commands with benchmarks, experiments, optimization, and developer diagnostics; requires extraction."
Skill-Loop-CSP,artifacts/;runs/;local_runs/;outputs/;validation_artifacts/,GENERATED_ARTIFACT,other,workflow outputs,,none,HIGH,"Generated runs, CIFs, reports, and validation output; never migrate."
qlip,src/qlip/__init__.py,MIGRATE_RUNTIME,qlip,qlip.solve,packages/qlip/src/qlip/__init__.py,public solve API,HIGH,"Exports core.solve.solve."
qlip,src/qlip/allocation.py,MIGRATE_RUNTIME,qlip,core.solve,packages/qlip/src/qlip/allocation.py,model construction,HIGH,"Pyomo allocation variables, occupancy, ordered orbits, and solver dispatch."
qlip,src/qlip/grids.py,MIGRATE_RUNTIME,qlip,core.solve,packages/qlip/src/qlip/grids.py,candidate grids,HIGH,"Uniform grid construction."
qlip,src/qlip/motifs.py,MIGRATE_RUNTIME,qlip,allocation,packages/qlip/src/qlip/motifs.py,motif constraints,HIGH,"Imported by allocation even when motif constraints are unused."
qlip,src/qlip/interactions/spp.py,MIGRATE_RUNTIME,spp,core.solve,packages/qlip/src/qlip/interactions/spp.py,SPP objective,HIGH,"Active periodic SPP implementation; worktree contains uncommitted self-image correction, so freeze an approved revision before migration."
qlip,src/qlip/interactions/spheres.py,MIGRATE_RUNTIME,qlip,allocation,packages/qlip/src/qlip/interactions/spheres.py,interaction geometry,MEDIUM,"Reusable interaction helper; verify active call coverage during QLIP batch."
qlip,src/qlip/core/models.py,MIGRATE_RUNTIME,qlip,core.solve,packages/qlip/src/qlip/core/models.py,results,HIGH,"SolveResult, outputs, errors, summary, and plugin metadata."
qlip,src/qlip/core/chemistry.py,MIGRATE_RUNTIME,qlip,core.solve/core.validate,packages/qlip/src/qlip/core/chemistry.py,request preflight,HIGH,"Formula and charge preflight."
qlip,src/qlip/core/paths.py,MIGRATE_RUNTIME,qlip,core.solve/core.validate,packages/qlip/src/qlip/core/paths.py,path authorization,HIGH,"QLIP_ALLOWED_PATH_ROOTS guardrail."
qlip,src/qlip/core/preflight.py,MIGRATE_RUNTIME,qlip,core.validate,packages/qlip/src/qlip/core/preflight.py,data/solver preflight,HIGH,"Checks Gurobi, POTs, radii, motifs, and external tables."
qlip,src/qlip/core/objectives.py,MIGRATE_RUNTIME,qlip,core.solve,packages/qlip/src/qlip/core/objectives.py,objective machinery,HIGH,"Current objective contract implementation."
qlip,src/qlip/core/validate.py,MIGRATE_RUNTIME,qlip,qlip.validate_request,packages/qlip/src/qlip/core/validate.py,validation API,HIGH,"Strict SolveRequest validation and preflight."
qlip,src/qlip/core/solve.py,MIGRATE_RUNTIME,qlip,qlip.solve,packages/qlip/src/qlip/core/solve.py,solve/decode/export,HIGH,"Validates, builds, solves with Gurobi, decodes ASE atoms, and emits CIF/result; currently imports missing qlip.visualization.plot."
qlip,src/qlip/plugins/base.py,MIGRATE_RUNTIME,qlip,core.validate/core.solve,packages/qlip/src/qlip/plugins/base.py,plugin contracts,HIGH,"Constraint/guidance plugin interfaces."
qlip,src/qlip/plugins/registry.py,MIGRATE_RUNTIME,qlip,core.validate/core.solve,packages/qlip/src/qlip/plugins/registry.py,constraints/guidance,HIGH,"Registers occupancy/proximity and SPP/objective guidance."
qlip,src/qlip/constraints/proximity.py,MIGRATE_RUNTIME,qlip,plugins.registry,packages/qlip/src/qlip/constraints/proximity.py,proximity constraints,HIGH,"Atomic-radius proximity constraints."
qlip,src/qlip/constraints/radii.json,MIGRATE_RUNTIME,qlip,constraints.proximity,packages/qlip/src/qlip/constraints/radii.json,proximity data,HIGH,"Small runtime data asset."
qlip,src/qlip/constraints/motif_linking.py,MIGRATE_RUNTIME,qlip,allocation,packages/qlip/src/qlip/constraints/motif_linking.py,motif constraints,MEDIUM,"Reusable constraint implementation; not exercised by canonical default."
qlip,src/qlip/data/registry.py,MIGRATE_RUNTIME,qlip,core.preflight,packages/qlip/src/qlip/data/registry.py,base data,HIGH,"QLIP_BASE_DATA_DIR resolver and packaged base-data registry."
qlip,data/base/,MIGRATE_RUNTIME,qlip,data.registry,packages/qlip/src/qlip/data/base/,chemistry/proximity preflight,HIGH,"Small JSON runtime tables; provenance.json is dirty in source and must be reviewed before freezing."
qlip,src/qlip/scaffolds/schema.py,MIGRATE_RUNTIME,scaffolds,scaffolds.registry,packages/qlip/src/qlip/scaffolds/schema.py,scaffold API,HIGH,"Reusable scaffold records and validation."
qlip,src/qlip/scaffolds/registry.py,MIGRATE_RUNTIME,scaffolds,ProductionWorkflowStages._scaffold,packages/qlip/src/qlip/scaffolds/registry.py,NASICON scaffolds,HIGH,"Runtime registry but hard-coupled to frozen research corpus and paper_diversity artifact manifest."
qlip,src/qlip/scaffolds/occupation.py,MIGRATE_RUNTIME,scaffolds,core.validate,packages/qlip/src/qlip/scaffolds/occupation.py,ordered occupancy,HIGH,"Generic required occupancy, allowed species, vacancy, orbit closure, and exact composition preflight."
qlip,src/qlip/scaffolds/multi.py,MIGRATE_RUNTIME,scaffolds,run_scaffold_hypotheses,packages/qlip/src/qlip/scaffolds/multi.py,multi-scaffold API,MEDIUM,"Reusable framework; not canonical default."
qlip,src/qlip/scaffolds/topk.py,MIGRATE_RUNTIME,scaffolds,enumerate_top_k,packages/qlip/src/qlip/scaffolds/topk.py,top-k solve,MEDIUM,"Reusable top-k solver and CIF export."
qlip,src/qlip/scaffolds/exclusion.py,MIGRATE_RUNTIME,scaffolds,solve_after_reference_exclusion,packages/qlip/src/qlip/scaffolds/exclusion.py,reference exclusion,MEDIUM,"Reusable holdout/exclusion machinery."
qlip,src/qlip/paper_diversity/smoke_preparation.py,MIGRATE_RUNTIME,scaffolds,ProductionWorkflowStages._scaffold,packages/qlip/src/qlip/scaffolds/nasicon.py,NASICON orbit adapter,HIGH,"Canonical runner imports task_orbits from this paper-named module; extract only runtime adapter."
qlip,src/qlip/mcp/boundary.py,MIGRATE_RUNTIME,qlip,qlip.mcp.server,packages/qlip/src/qlip/mcp/boundary.py,MCP solve API,HIGH,"Boundary normalization and response contracts."
qlip,src/qlip/mcp/normalize.py,MIGRATE_RUNTIME,qlip,qlip.mcp.server,packages/qlip/src/qlip/mcp/normalize.py,MCP solve API,HIGH,"Tool argument normalization."
qlip,src/qlip/mcp/server.py,MIGRATE_RUNTIME,qlip,python -m qlip.mcp.server,packages/qlip/src/qlip/mcp/server.py,MCP validate/solve,HIGH,"Current MCP entry exposes qlip.validate_request and qlip.solve."
qlip,docs/mcp/MCP_SCHEMA.json,MIGRATE_RUNTIME,qlip,qlip.mcp.server,packages/qlip/src/qlip/schemas/mcp_schema.json,SolveRequest/SolveResult schemas,HIGH,"Loaded from repository-relative docs path at import time; package as data and remove repo-root assumption."
qlip,src/qlip/__main__.py,MIGRATE_RUNTIME,qlip,python -m qlip,packages/qlip/src/qlip/__main__.py,CLI solve,HIGH,"Current command entry wraps core solve and writes real CIF."
qlip,examples/mcp/,MIGRATE_EXAMPLE,qlip,QLIP MCP examples,examples/qlip/,public examples,HIGH,"Small request examples validated by tests."
qlip,tests/test_validate_request.py,MIGRATE_TEST,qlip,core.validate,tests/unit/qlip/test_validate.py,request validation,HIGH,"Direct supported API coverage."
qlip,tests/test_solve_smoke.py,MIGRATE_TEST,qlip,core.solve,tests/integration/qlip/test_solve.py,solve API,HIGH,"Core solve smoke with solver behavior."
qlip,tests/test_solve_success_returns_non_placeholder_cif.py,MIGRATE_TEST,qlip,core.solve,tests/integration/qlip/test_cif_output.py,CIF export,HIGH,"Rejects fake/placeholder output."
qlip,tests/test_solve_time_limit_incumbent_handling.py,MIGRATE_TEST,qlip,core.solve,tests/integration/qlip/test_time_limit.py,solve result,HIGH,"Distinguishes feasible incumbent from no solution."
qlip,tests/test_runtime_objective_contract.py,MIGRATE_TEST,qlip,core.objectives,tests/unit/qlip/test_objectives.py,objectives,HIGH,"Current objective family coverage."
qlip,tests/test_registry_catalog.py,MIGRATE_TEST,qlip,plugins.registry,tests/unit/qlip/test_plugins.py,registries,HIGH,"Constraint and guidance registry evidence."
